item_name,item_type,source,target,item_value
D39,RESPONSE,Many people were of a different race or ethnic group,"Ein Gebiet, in dem viele Menschen einer anderen Volksgruppe oder ethnischen Gruppe angehören als die meisten Deutschen",3
D39,RESPONSE,(Don't know),(Weiß nicht),888
D40,REQUEST,"Using this card, please tell me how much you agree or disagree with each of these statements.","Bitte sagen Sie mir anhand von Liste 38, wie sehr Sie jeder der folgenden Aussagen zustimmen oder wie sehr Sie diese ablehnen.",
D40,REQUEST,Firstly...,"Es ist besser für ein Land, wenn fast alle dieselben Bräuche und Traditionen haben.",
D40,RESPONSE,Agree,stimme stark zu,1
D40,RESPONSE,Agree strongly,stimme zu,2
D40,RESPONSE,Neither agree nor disagree,weder noch,3
D40,RESPONSE,Disagree,lehne ab,4
D40,RESPONSE,Disagree strongly,lehne stark ab,5
D40,RESPONSE,(Don't know),(Weiß nicht),888
D41,REQUEST,It is better for a country if there are a variety of different religions,"Es ist besser für ein Land, wenn es eine Vielfalt unterschiedlicher Religionen gibt.",
D41,RESPONSE,Agree,stimme stark zu,1
D41,RESPONSE,Agree strongly,stimme zu,2
D41,RESPONSE,Neither agree nor disagree,weder noch,3
D41,RESPONSE,Disagree,lehne ab,4
D41,RESPONSE,Disagree strongly,lehne stark ab,5
D41,RESPONSE,(Don't know),(Weiß nicht),888
D42,REQUEST,It is better for a country if almost everyone is able to speak at least one common language,"Es ist besser für ein Land, wenn fast alle in der Lage sind, zumindest eine gemeinsame Sprache zu sprechen.",
D42,RESPONSE,Agree,stimme stark zu,1
D42,RESPONSE,Agree strongly,stimme zu,2
D42,RESPONSE,Neither agree nor disagree,weder noch,3
D42,RESPONSE,Disagree,lehne ab,4
D42,RESPONSE,Disagree strongly,lehne stark ab,5
D42,RESPONSE,(Don't know),(Weiß nicht),888
D43,REQUEST,Communities of people who have come to live here should be allowed to educate their children in their own separate schools if they wish,"Zuwanderergruppen sollten hier in Deutschland das Recht haben, ihre Kinder in eigenen Schulen zu erziehen, wenn sie das wünschen.",
D43,RESPONSE,Agree,stimme stark zu,1
D43,RESPONSE,Agree strongly,stimme zu,2
D43,RESPONSE,Neither agree nor disagree,weder noch,3
D43,RESPONSE,Disagree,lehne ab,4
D43,RESPONSE,Disagree strongly,lehne stark ab,5
D43,RESPONSE,(Don't know),(Weiß nicht),888
D44,REQUEST,If a country wants to reduce tensions it should stop immigration,"Wenn ein Land Spannungen abbauen will, sollte es die Einwanderung stoppen",
D44,RESPONSE,Agree,stimme stark zu,1
D44,RESPONSE,Agree strongly,stimme zu,2
D44,RESPONSE,Neither agree nor disagree,weder noch,3
D44,RESPONSE,Disagree,lehne ab,4
D44,RESPONSE,Disagree strongly,lehne stark ab,5
D44,RESPONSE,(Don't know),(Weiß nicht),888
D45,REQUEST,How good or bad are each of these things for a country?,Wie gut oder schlecht sind diese Dinge für ein Land?,
D45,INSTRUCTION,Please use this card.,Interviewer: BITTE VORLESEN,
D45,INSTRUCTION,,Bitte sagen Sie es mir an- hand von Liste 39.,
D45,REQUEST,Firstly...,Ein Gesetz gegen die Diskriminierung von Angehörigen bestimmter Volksgruppen oder ethnischer Gruppen am Arbeitsplatz.,
D45,INSTRUCTION,Please use this card for your answer.,Interviewer: BITTE VORLESEN,
D45,RESPONSE, Extremely bad, äußerst schlecht,0
D45,RESPONSE,1,1,1
D45,RESPONSE,2,2,2
D45,RESPONSE,3,3,3
D45,RESPONSE,4,4,4
D45,RESPONSE,5,5,5
D45,RESPONSE,6,6,6
D45,RESPONSE,7,7,7
D45,RESPONSE,8,8,8
D45,RESPONSE,9,9,9
D45,RESPONSE, Extremely good, äußerst gut,10
D45,RESPONSE, (Don't know),(Weiß nicht),888
D46,REQUEST,A law against promoting racial or ethnic hatred,Ein Gesetz gegen die Verbreitung von Hassparolen gegen bestimmte Volksgruppen oder ethnische Gruppen.,
D46,RESPONSE, Extremely bad, äußerst schlecht,0
D46,RESPONSE,1,1,1
D46,RESPONSE,2,2,2
D46,RESPONSE,3,3,3
D46,RESPONSE,4,4,4
D46,RESPONSE,5,5,5
D46,RESPONSE,6,6,6
D46,RESPONSE,7,7,7
D46,RESPONSE,8,8,8
D46,RESPONSE,9,9,9
D46,RESPONSE, Extremely good, äußerst gut,10
D46,RESPONSE, (Don't know),(Weiß nicht),888
D47,REQUEST,Do you have any friends who have come to live in country from another country?,"Haben Sie Freunde, die aus einem anderen Land nach Deutschland zugewandert sind?",
D47,INSTRUCTION,PROMPT IN RELATION TO PRECODES,Interviewer: BITTE VORLESEN,
D47,RESPONSE,"Yes, several","Ja, etliche",1
D47,RESPONSE,"Yes, a few","Ja, wenige",2
D47,RESPONSE,"No, none at all","Nein, überhaupt keine",3
D47,RESPONSE,(Don't know),(Weiß nicht),888
D48,REQUEST,Do you have any colleagues at work who have come to live in country from another country?,"Haben Sie Arbeitskollegen, die aus einem anderen Land nach Deutschland zu- gewandert sind?",
D48,INSTRUCTION,PROMPT IN RELATION TO PRECODES,Interviewer: BITTE VORLESEN,
D48,RESPONSE,"Yes, several","Ja, etliche",1
D48,RESPONSE,"Yes, a few","Ja, wenige",2
D48,RESPONSE,"No, none at all","Nein, überhaupt keine",3
D48,RESPONSE,(Don't know),(Weiß nicht),888
D49,REQUEST,Some people come to this country and apply for refugee status on the grounds that they fear persecution in their own country.,"Es gibt Menschen, die nach Deutschland kommen und Asyl beantragen, weil sie in ihrem eigenen Land Angst vor Verfolgung haben.",
D49,REQUEST,"Using this card, please say how much you agree or disagree with the following statements.","Bitte sagen Sie mir anhand von Liste 40, wie sehr Sie jeder der folgenden Aussagen zustimmen oder wie sehr Sie diese ablehnen.",
D49,REQUEST,Firstly...,Deutschland hat einen größeren Anteil an Asylbewerbern als ihm gerechterweise zukommt.,
D49,RESPONSE,Agree,stimme stark zu,1
D49,RESPONSE,Agree strongly,stimme zu,2
D49,RESPONSE,Neither agree nor disagree,weder noch,3
D49,RESPONSE,Disagree,lehne ab,4
D49,RESPONSE,Disagree strongly,lehne stark ab,5
D49,RESPONSE,(Don't know),(Weiß nicht),888
D50,REQUEST,"While their applications for refugee status are being considered, people should be allowed to work in country",Während der Prüfung ihrer Asylanträge sollten Asylbewerber eine Arbeitserlaubnis in Deutschland erhalten.,
D50,RESPONSE,Agree,stimme stark zu,1
D50,RESPONSE,Agree strongly,stimme zu,2
D50,RESPONSE,Neither agree nor disagree,weder noch,3
D50,RESPONSE,Disagree,lehne ab,4
D50,RESPONSE,Disagree strongly,lehne stark ab,5
D50,RESPONSE,(Don't know),(Weiß nicht),888
D51,REQUEST,The government should be generous in judging people's applications for refugee status,Bei der Prüfung von Asylanträgen sollte der Staat großzügig sein.,
D51,RESPONSE,Agree,stimme stark zu,1
D51,RESPONSE,Agree strongly,stimme zu,2
D51,RESPONSE,Neither agree nor disagree,weder noch,3
D51,RESPONSE,Disagree,lehne ab,4
D51,RESPONSE,Disagree strongly,lehne stark ab,5
D51,RESPONSE,(Don't know),(Weiß nicht),888
D52,REQUEST,Most applicants for refugee status aren't in real fear of persecution in their own countries,"Die meisten Asylbewerber befürchten nicht wirklich, in ihrem Heimatland verfolgt zu werden.",
D52,RESPONSE,Agree,stimme stark zu,1
D52,RESPONSE,Agree strongly,stimme zu,2
D52,RESPONSE,Neither agree nor disagree,weder noch,3
D52,RESPONSE,Disagree,lehne ab,4
D52,RESPONSE,Disagree strongly,lehne stark ab,5
D52,RESPONSE,(Don't know),(Weiß nicht),888
D53,REQUEST,"While their cases are being considered, applicants should be kept in detention centres",Während der Prüfung ihrer Asylanträge müssen Asylbewerber in Auffanglagern interniert werden.,
D53,RESPONSE,Agree,stimme stark zu,1
D53,RESPONSE,Agree strongly,stimme zu,2
D53,RESPONSE,Neither agree nor disagree,weder noch,3
D53,RESPONSE,Disagree,lehne ab,4
D53,RESPONSE,Disagree strongly,lehne stark ab,5
D53,RESPONSE,(Don't know),(Weiß nicht),888
D54,REQUEST,"While their cases are being considered, the country government should give financial support to applicants",Während der Prüfung ihrer Asylanträge sollte der deutsche Staat die Asylbewerber finanziell unterstützen.,
D54,RESPONSE,Agree,stimme stark zu,1
D54,RESPONSE,Agree strongly,stimme zu,2
D54,RESPONSE,Neither agree nor disagree,weder noch,3
D54,RESPONSE,Disagree,lehne ab,4
D54,RESPONSE,Disagree strongly,lehne stark ab,5
D54,RESPONSE,(Don't know),(Weiß nicht),888
D55,REQUEST,Refugees whose applications are granted should be entitled to bring in their close family members,"Asylbewerber, deren An- träge bewilligt wurden, sollten das Recht haben, ihre engen Familienan- gehörigen nach Deutschland zu holen.",
D55,RESPONSE,Agree,stimme stark zu,1
D55,RESPONSE,Agree strongly,stimme zu,2
D55,RESPONSE,Neither agree nor disagree,weder noch,3
D55,RESPONSE,Disagree,lehne ab,4
D55,RESPONSE,Disagree strongly,lehne stark ab,5
D55,RESPONSE,(Don't know),(Weiß nicht),888
D56,REQUEST,"Out of every 100 people living in country, how many do you think were born outside country?","Was meinen Sie, wie viele von 100 Menschen, die in Deutschland leben, sind au- ßerhalb Deutschlands geboren?",
D57,REQUEST,"Compared to other European countries of about the same size as country, do you think that more or fewer people to come and live here from other countries?","Wenn Sie Deutschland mit anderen, ungefähr gleich großen europäischen Ländern vergleichen, was meinen Sie: Kommen mehr, weniger oder ungefähr gleich viele Zuwanderer nach Deutschland?",
D57,INSTRUCTION,Please use this card.,Bitte benutzen Sie dazu Liste 41.,
D57,RESPONSE,Far more people come to live in country,Es kommen viel mehr Zuwanderer nach Deutschland,1
D57,RESPONSE,More people come to live in country,Es kommen mehr Zuwanderer nach Deutschland,2
D57,RESPONSE,About the same number of people come to live in country,Es kommen ungefähr gleich viele Zuwanderer nach Deutschland,3
D57,RESPONSE,Fewer people come to live in country,Es kommen weniger Zuwanderer nach Deutschland,4
D57,RESPONSE,Far fewer people come to live in country,Es kommen viel weniger Zuwanderer nach Deutschland,5
D57,RESPONSE,(Don't know),(Weiß nicht),888
D58,REQUEST,How do you think the number of people leaving country nowadays compares to the number coming to live in country?,Wenn Sie die gegenwärtige Anzahl der Auswanderer aus Deutschland mit der gegenwärtigen Anzahl der Zuwanderer nach Deutschland vergleichen:,
D58,INSTRUCTION,Please use this card.,Bitte benutzen Sie jetzt Liste 42.,
D58,RESPONSE,Many more people leaving,viel mehr Auswanderer,1
D58,RESPONSE,More people leaving,mehr Auswanderer,2
D58,RESPONSE,About the same arriving and leaving,ungefähr gleich viele Zuwanderer und Auswanderer,3
D58,RESPONSE,More people arriving,mehr Zuwanderer,4
D58,RESPONSE,Many more people arriving,viel mehr Zuwanderer,5
D58,RESPONSE,(Don't know),(Weiß nicht),888
B1,REQUEST,How interested would you say you are in politics - are you...,Wie sehr interessieren Sie sich für Politik?,
B1,RESPONSE,very interested,sehr interessiert,1
B1,RESPONSE,quite interested,ziemlich interessiert,2
B1,RESPONSE,hardly interested,wenig interessiert,3
B1,RESPONSE,"or, not at all interested?",oder überhaupt nicht interessiert?,4
B1,RESPONSE,(Don't know),(Weiß nicht),888
B2,REQUEST,How often does politics seem so complicated that you can't really understand what is going on?,"Wie oft erscheint Ihnen Politik so kompliziert, dass Sie gar nicht richtig verstehen, worum es eigentlich geht?",
B2,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 6.,
B2,RESPONSE,Never,Nie,1
B2,RESPONSE,Seldom,Selten,2
B2,RESPONSE,Occasionally,Manchmal,3
B2,RESPONSE,Regularly,Ziemlich Häufig,4
B2,RESPONSE,Frequently,Häufig,5
B2,RESPONSE,(Don't know),(Weiß nicht),888
B3,REQUEST,Do you think that you could take an active role in a group involved with political issues?,"Glauben Sie, dass Sie in einer Gruppe, die sich mit politischen Themen beschäftigt, eine aktive Rolle übernehmen könnten?",
B3,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 7.,
B3,RESPONSE,Definitely not,Ganz bestimmt nicht,1
B3,RESPONSE,Probably not,Wahrscheinlich nicht,2
B3,RESPONSE,Not sure either way,Bin nicht sicher,3
B3,RESPONSE,Probably,Wahrscheinlich,4
B3,RESPONSE,Definitely,Ganz bestimmt,5
B3,RESPONSE,(Don't know),(Weiß nicht),888
B4,REQUEST,How difficult or easy do you find it to make your mind up about political issues?,"Wie schwer oder leicht fällt es Ihnen, sich über politische Themen eine Meinung zu bilden?",
B4,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 8.,
B4,RESPONSE,Very difficult,Sehr schwer,1
B4,RESPONSE,Difficult,Schwer,2
B4,RESPONSE,Neither difficult nor easy,Weder schwer noch leicht,3
B4,RESPONSE,Easy,Leicht,4
B4,RESPONSE,Very easy,Sehr leicht,5
B4,RESPONSE,(Don't know),(Weiß nicht),888
B5,REQUEST,"Using this card, do you think that politicians in general care what people like you think?","Glauben Sie, dass sich Politiker im Allgemeinen darum kümmern, was Leute wie Sie denken?",
B5,RESPONSE,Hardly any politicians care what people like me think,"Kaum ein Politiker kümmert sich darum, was Leute wie ich denken",1
B5,RESPONSE,Very few care,Nur sehr wenige kümmern sich darum,2
B5,RESPONSE,Some care,Manche kümmern sich darum,3
B5,RESPONSE,Many care,Viele kümmern sich darum,4
B5,RESPONSE,Most politicians care what people like me think,"Die meisten Politiker kümmern sich darum, was Leute wie ich denken",5
B5,RESPONSE,(Don't know),(Weiß nicht),888
B6,REQUEST,Would you say that politicians are just interested in getting people's votes rather than in people's opinions?,"Würden Sie sagen, dass Politiker nur an Wählerstimmen interessiert sind, aber nicht an den Meinungen der Menschen?",
B6,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 10.,
B6,RESPONSE,Nearly all politicians are just interested in votes,Fast alle Politiker sind nur an Wählerstimmen interessiert,1
B6,RESPONSE,Most politicians are just interested in votes,Die meisten Politiker sind nur an Wählerstimmen interessiert,2
B6,RESPONSE,"Some politicians are just interested in votes, others aren't","Manche Politiker sind nur an Wählerstimmen interessiert, andere nicht",3
B6,RESPONSE,Most politicians are interested in people's opinions,Die meisten Politiker interessieren sich für die Meinungen der Menschen,4
B6,RESPONSE,Nearly all politicians are interested in people's opinions,Fast alle Politiker interessieren sich für die Meinungen der Menschen,5
B6,RESPONSE,(Don't know),(Weiß nicht),888
B7,REQUEST,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out.","Bitte benutzen Sie Liste 11 und sagen Sie mir zu jeder öffentlichen Einrichtung oder Personengruppe, die ich Ihnen nenne, wie sehr Sie persönlich jeder einzelnen davon vertrauen.",
B7,REQUEST,"0 means you do not trust an institution at all, and 10 means you have complete trust.",Verwenden Sie dazu diese Skala von 0 bis 10.,
B7,REQUEST,Firstly country's parliament?,"0 bedeutet, dass Sie dieser Einrichtung oder Personengruppe überhaupt nicht vertrauen, und 10 bedeutet, dass Sie ihr voll und ganz vertrauen.",
B7,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B7,RESPONSE,1,1,1
B7,RESPONSE,2,2,2
B7,RESPONSE,3,3,3
B7,RESPONSE,4,4,4
B7,RESPONSE,5,5,5
B7,RESPONSE,6,6,6
B7,RESPONSE,7,7,7
B7,RESPONSE,8,8,8
B7,RESPONSE,9,9,9
B7,RESPONSE, Complete trust, Vertraue voll und ganz,10
B7,RESPONSE,(Don't know),(Weiß nicht),888
B8,REQUEST,... the legal system?,...der Justiz?,
B8,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B8,RESPONSE,1,1,1
B8,RESPONSE,2,2,2
B8,RESPONSE,3,3,3
B8,RESPONSE,4,4,4
B8,RESPONSE,5,5,5
B8,RESPONSE,6,6,6
B8,RESPONSE,7,7,7
B8,RESPONSE,8,8,8
B8,RESPONSE,9,9,9
B8,RESPONSE, Complete trust, Vertraue voll und ganz,10
B8,RESPONSE,(Don't know),(Weiß nicht),888
B9,REQUEST,... the police?,...der Polizei?,
B9,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B9,RESPONSE,1,1,1
B9,RESPONSE,2,2,2
B9,RESPONSE,3,3,3
B9,RESPONSE,4,4,4
B9,RESPONSE,5,5,5
B9,RESPONSE,6,6,6
B9,RESPONSE,7,7,7
B9,RESPONSE,8,8,8
B9,RESPONSE,9,9,9
B9,RESPONSE, Complete trust, Vertraue voll und ganz,10
B9,RESPONSE,(Don't know),(Weiß nicht),888
B10,REQUEST,... politicians?,...den Politikern?,
B10,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B10,RESPONSE,1,1,1
B10,RESPONSE,2,2,2
B10,RESPONSE,3,3,3
B10,RESPONSE,4,4,4
B10,RESPONSE,5,5,5
B10,RESPONSE,6,6,6
B10,RESPONSE,7,7,7
B10,RESPONSE,8,8,8
B10,RESPONSE,9,9,9
B10,RESPONSE, Complete trust, Vertraue voll und ganz,10
B10,RESPONSE,(Don't know),(Weiß nicht),888
B11,REQUEST,... the European Parliament?,...dem Europäischen Parlament?,
B11,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B11,RESPONSE,1,1,1
B11,RESPONSE,2,2,2
B11,RESPONSE,3,3,3
B11,RESPONSE,4,4,4
B11,RESPONSE,5,5,5
B11,RESPONSE,6,6,6
B11,RESPONSE,7,7,7
B11,RESPONSE,8,8,8
B11,RESPONSE,9,9,9
B11,RESPONSE, Complete trust, Vertraue voll und ganz,10
B11,RESPONSE,(Don't know),(Weiß nicht),888
B12,REQUEST,... the United Nations?,...den Vereinten Nationen?,
B12,RESPONSE, No trust At all, Vertraue überhaupt nicht,0
B12,RESPONSE,1,1,1
B12,RESPONSE,2,2,2
B12,RESPONSE,3,3,3
B12,RESPONSE,4,4,4
B12,RESPONSE,5,5,5
B12,RESPONSE,6,6,6
B12,RESPONSE,7,7,7
B12,RESPONSE,8,8,8
B12,RESPONSE,9,9,9
B12,RESPONSE, Complete trust, Vertraue voll und ganz,10
B12,RESPONSE,(Don't know),(Weiß nicht),888
B13,REQUEST,Some people don't vote nowadays for one reason or another.,Manche Menschen gehen heutzutage aus verschiedenen Gründen nicht zur Wahl.,
B13,REQUEST,Did you vote in the last country national election in month/year?,Wie ist das bei Ihnen?,
B13,RESPONSE,Yes,Ja,1
B13,RESPONSE,No,Nein,2
B13,RESPONSE,Not eligible to vote,Nicht wahlberechtigt,3
B13,RESPONSE,(Don't know),(Weiß nicht),888
B15,REQUEST,There are different ways of trying to improve things in country or help prevent things from going wrong.,"Es gibt verschiedene Möglichkeiten, mit denen man versuchen kann, etwas in Deutschland zu verbessern oder zu verhindern, dass sich etwas verschlechtert.",
B15,REQUEST,"During the last 12 months, have you done any of the following?",Haben sie im Verlauf der letzten 12 Monate irgendetwas davon unternommen?,
B15,REQUEST,Firstly...,"Kontakt zu einem Politiker oder einer Amtsperson auf Bundes-,Landes- oder Kommunalebene aufgenommen?",
B15,RESPONSE,Yes,Ja,1
B15,RESPONSE,No,Nein,2
B15,RESPONSE,(Don't know),(Weiß nicht),888
B16,REQUEST,Worked in a political party or action group,in einer politischen Partei oder Gruppierung mitgearbeitet?,
B16,RESPONSE,Yes,Ja,1
B16,RESPONSE,No,Nein,2
B16,RESPONSE,(Don't know),(Weiß nicht),888
B17,REQUEST,Worked in another organisation or association,in einer anderen Organisation oder in einem anderen Verband oder Verein mitgearbeitet?,
B17,RESPONSE,Yes,Ja,1
B17,RESPONSE,No,Nein,2
B17,RESPONSE,(Don't know),(Weiß nicht),888
B18,REQUEST,Worn or displayed a campaign badge/sticker,ein Abzeichen oder einen Aufkleber einer politischen Kampagne getragen oder irgendwo befestigt?,
B18,RESPONSE,Yes,Ja,1
B18,RESPONSE,No,Nein,2
B18,RESPONSE,(Don't know),(Weiß nicht),888
B19,REQUEST,Signed a petition,sich an einer Unterschriftensammlung beteiligt?,
B19,RESPONSE,Yes,Ja,1
B19,RESPONSE,No,Nein,2
B19,RESPONSE,(Don't know),(Weiß nicht),888
B20,REQUEST,Taken part in a lawful public demonstration,an einer genehmigten öffentlichen Demonstration teilgenommen?,
B20,RESPONSE,Yes,Ja,1
B20,RESPONSE,No,Nein,2
B20,RESPONSE,(Don't know),(Weiß nicht),888
B21,REQUEST,Boycotted certain products,bestimmte Produkte boykottiert?,
B21,RESPONSE,Yes,Ja,1
B21,RESPONSE,No,Nein,2
B21,RESPONSE,(Don't know),(Weiß nicht),888
B22,REQUEST,"Deliberately bought certain products for political, ethical or environmental reasons","aus politischen, moralischen oder Umweltgründen bewußt bestimmte Produkte gekauft?",
B22,RESPONSE,Yes,Ja,1
B22,RESPONSE,No,Nein,2
B22,RESPONSE,(Don't know),(Weiß nicht),888
B23,REQUEST,Donated money to a political organisation or group,einer politischen Organisation oder Gruppe Geld gespendet?,
B23,RESPONSE,Yes,Ja,1
B23,RESPONSE,No,Nein,2
B23,RESPONSE,(Don't know),(Weiß nicht),888
B24,REQUEST,Participated in illegal protest activities,an illegalen Protestaktionen teilgenommen?,
B24,RESPONSE,Yes,Ja,1
B24,RESPONSE,No,Nein,2
B24,RESPONSE,(Don't know),(Weiß nicht),888
B25a,REQUEST,Is there a particular political party you feel closer to than all the other parties?,"Gibt es eine politische Partei, der Sie näher stehen als allen anderen Parteien?",
B25a,RESPONSE,Yes,Ja,1
B25a,RESPONSE,No,Nein,2
B25a,RESPONSE,(Don't know),(Weiß nicht),888
B25b,REQUEST,Which one?,Welcher?,
B25b,RESPONSE,Conservative,SPD,1
B25b,RESPONSE,Labour,CDU/CSU,2
B25b,RESPONSE,Liberal Democrat,Bündnis 90/Die Grünen,3
B25b,RESPONSE,Scottish National Party,FDP,4
B25b,RESPONSE,Plaid Cymru,PDS 5,5
B25b,RESPONSE,Green Party,Republikaner,6
B25b,RESPONSE,Other,Andere Partei,7
B25b,RESPONSE,(Don't know),(Weiß nicht),888
B25c,REQUEST,How close do you feel to this party?,Wie nahe stehen Sie dieser Partei?,
B25c,REQUEST,Do you feel that you are ...,Fühlen Sie sich ihr...,
B25c,RESPONSE,very close,sehr nahe,1
B25c,RESPONSE,quite close,ziemlich nahe,2
B25c,RESPONSE,not close,nicht besonders nahe,3
B25c,RESPONSE,"or, not at all close?",oder überhaupt nicht nahe,4
B25c,RESPONSE,(Don't know),(Weiß nicht),888
B26,REQUEST,Are you a member of any political party?,Sind Sie Mitglied einer politischen Partei?,
B26,RESPONSE,Yes,Ja,1
B26,RESPONSE,No,Nein,2
B26,RESPONSE,(Don't know),(Weiß nicht),888
B27,REQUEST,Which one?,Welcher Partei?,
B27,RESPONSE,Conservative,SPD,1
B27,RESPONSE,Labour,CDU/CSU,2
B27,RESPONSE,Liberal Democrat,Bündnis 90/Die Grünen,3
B27,RESPONSE,Scottish National Party,FDP,4
B27,RESPONSE,Plaid Cymru,PDS,5
B27,RESPONSE,Green Party,Republikaner,6
B27,RESPONSE,Other,Andere Partei,7
B27,RESPONSE,(Don't know),(Weiß nicht),888
B28,REQUEST,"In politics people sometimes talk of ""left"" and ""right"".","In der Politik spricht man manchmal von ""links"" und ""rechts"".",
B28,REQUEST,"Using this card, where would you place yourself on this scale, where 0 means the left and 10 means the right?","Wo auf der Skala auf Liste 12 würden Sie sich selbst einstufen, wenn 0 für links steht und 10 für rechts?",
B28,RESPONSE, Left, Links,0
B28,RESPONSE,1,1,1
B28,RESPONSE,2,2,2
B28,RESPONSE,3,3,3
B28,RESPONSE,4,4,4
B28,RESPONSE,5,5,5
B28,RESPONSE,6,6,6
B28,RESPONSE,7,7,7
B28,RESPONSE,8,8,8
B28,RESPONSE,9,9,9
B28,RESPONSE, Right, Rechts,10
B28,RESPONSE,(Don't know),(Weiß nicht),888
B29,REQUEST,"All things considered, how satisfied are you with your life as a whole nowadays?",Wie zufrieden sind Sie - alles in allem - mit Ihrem gegenwärtigen Leben?,
B29,REQUEST,"Please answer using this card, where 0 means extremely dissatisfied and 10 means extremely satisfied.",0 bedeutet äußerst unzufrieden und 10 äußerst zufrieden.,
B29,RESPONSE, Extremely dissatisfied, Äußerst unzufrieden,0
B29,RESPONSE,1,1,1
B29,RESPONSE,2,2,2
B29,RESPONSE,3,3,3
B29,RESPONSE,4,4,4
B29,RESPONSE,5,5,5
B29,RESPONSE,6,6,6
B29,RESPONSE,7,7,7
B29,RESPONSE,8,8,8
B29,RESPONSE,9,9,9
B29,RESPONSE, Extremely satisfied, Äußerst zufrieden,10
B29,RESPONSE,(Don't know),(Weiß nicht),888
B30,REQUEST,On the whole how satisfied are you with the present state of the economy in country?,Und wie zufrieden sind Sie - alles in allem - mit der gegenwärtigen Wirtschaftslage in Deutschland?,
B30,INSTRUCTION,Still use this card.,Verwenden Sie bitte wieder diese Liste.,
B30,RESPONSE, Extremely dissatisfied, Äußerst unzufrieden,0
B30,RESPONSE,1,1,1
B30,RESPONSE,2,2,2
B30,RESPONSE,3,3,3
B30,RESPONSE,4,4,4
B30,RESPONSE,5,5,5
B30,RESPONSE,6,6,6
B30,RESPONSE,7,7,7
B30,RESPONSE,8,8,8
B30,RESPONSE,9,9,9
B30,RESPONSE, Extremely satisfied, Äußerst zufrieden,10
B30,RESPONSE,(Don't know),(Weiß nicht),888
B31,REQUEST,"Now thinking about the country government, how satisfied are you with the way it is doing its job?",Wenn Sie nun einmal an die Leistungen der Bundesregierung in Berlin denken.,
B31,INSTRUCTION,Still use this card.,Bitte benutzen Sie noch einmal Liste 13.,
B31,RESPONSE, Extremely dissatisfied, Äußerst unzufrieden,0
B31,RESPONSE,1,1,1
B31,RESPONSE,2,2,2
B31,RESPONSE,3,3,3
B31,RESPONSE,4,4,4
B31,RESPONSE,5,5,5
B31,RESPONSE,6,6,6
B31,RESPONSE,7,7,7
B31,RESPONSE,8,8,8
B31,RESPONSE,9,9,9
B31,RESPONSE, Extremely satisfied, Äußerst zufrieden,10
B31,RESPONSE,(Don't know),(Weiß nicht),888
B32,REQUEST,"And on the whole, how satisfied are you with the way democracy works in country?","Und wie zufrieden sind Sie - alles in allem - mit der Art und Weise, wie die Demokratie in Deutschland funktioniert?",
B32,INSTRUCTION,Still use this card.,Bitte sagen Sie es mir noch einmal anhand von Liste 13.,
B32,RESPONSE, Extremely dissatisfied, Äußerst unzufrieden,0
B32,RESPONSE,1,1,1
B32,RESPONSE,2,2,2
B32,RESPONSE,3,3,3
B32,RESPONSE,4,4,4
B32,RESPONSE,5,5,5
B32,RESPONSE,6,6,6
B32,RESPONSE,7,7,7
B32,RESPONSE,8,8,8
B32,RESPONSE,9,9,9
B32,RESPONSE, Extremely satisfied, Äußerst zufrieden,10
B32,RESPONSE,(Don't know),(Weiß nicht),888
B33,REQUEST,"Now, using this card, please say what you think overall about the state of education in country nowadays?","Bitte benutzen Sie Liste 14 und sagen Sie mir bitte, wie Sie - alles in allem - den derzeitigen Zustand des Bildungssystems in Deutschland einschätzen.",
B33,RESPONSE, Extremely bad, Äußerst schlecht,0
B33,RESPONSE,1,1,1
B33,RESPONSE,2,2,2
B33,RESPONSE,3,3,3
B33,RESPONSE,4,4,4
B33,RESPONSE,5,5,5
B33,RESPONSE,6,6,6
B33,RESPONSE,7,7,7
B33,RESPONSE,8,8,8
B33,RESPONSE,9,9,9
B33,RESPONSE, Extremely good, Äußerst gut,10
B33,RESPONSE,(Don't know),(Weiß nicht),888
B34,REQUEST,"Still using this card, please say what you think overall about the state of health services in country nowadays?",Bitte benutzen Sie wieder Liste 14 und sagen Sie mir wie Sie - alles in allem - den derzeitigen Zustand des Gesundheitssystems in Deutschland einschätzen.,
B34,RESPONSE, Extremely bad, Äußerst schlecht,0
B34,RESPONSE,1,1,1
B34,RESPONSE,2,2,2
B34,RESPONSE,3,3,3
B34,RESPONSE,4,4,4
B34,RESPONSE,5,5,5
B34,RESPONSE,6,6,6
B34,RESPONSE,7,7,7
B34,RESPONSE,8,8,8
B34,RESPONSE,9,9,9
B34,RESPONSE, Extremely good, Äußerst gut,10
B34,RESPONSE,(Don't know),(Weiß nicht),888
