item_name,item_type,source,target,item_value,source_survey_itemID,target_survey_itemID
Q17d,RESPONSE,neither agree nor disagree,Ani souhlas ani nesouhlas,3.0,EVS_R03_1999_ENG_GB_104,EVS_R03_1999_CZE_CZ_67
Q17d,RESPONSE,disagree,Nesouhlasím,4.0,EVS_R03_1999_ENG_GB_104,EVS_R03_1999_CZE_CZ_67
Q17d,RESPONSE,disagree strongly,Rozhodně nesouhlasím,5.0,EVS_R03_1999_ENG_GB_104,EVS_R03_1999_CZE_CZ_67
Q17e,REQUEST,People should not have to work if they don't want to,"Lidé by neměli být povinni pracovat, pokud nechtějí.",,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,agree strongly,Rozhodně souhlasím,1.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,agree,Souhlasím,2.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,neither agree nor disagree,Ani souhlas ani nesouhlas,3.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,disagree,Nesouhlasím,4.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17e,RESPONSE,disagree strongly,Rozhodně nesouhlasím,5.0,EVS_R03_1999_ENG_GB_105,EVS_R03_1999_CZE_CZ_68
Q17f,REQUEST,"Work should always come first, even if it means less spare time","Práce by měla mít vždy přednost, i když to znamená mít méně volného času.",,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,agree strongly,Rozhodně souhlasím,1.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,agree,Souhlasím,2.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,neither agree nor disagree,Ani souhlas ani nesouhlas,3.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,disagree,Nesouhlasím,4.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q17f,RESPONSE,disagree strongly,Rozhodně nesouhlasím,5.0,EVS_R03_1999_ENG_GB_106,EVS_R03_1999_CZE_CZ_69
Q18,REQUEST,"Imagine two secretaries, of the same age, doing practically the same job.","Představte si dvě sekretářky stejného věku, které vykonávají prakticky stejnou práci.",,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,REQUEST,One finds out that the other earns £50 a week more than she does.,"Jedna z nich  zjistí, že druhá vydělává o 1000,- Kč měsíčně více než ona.",,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,REQUEST,"The better paid secretary, however, is quicker, more efficient and more reliable at her job.","Lépe placená sekretářka je ale rychlejší,  výkonnější, schopnější a spolehlivější ve své práci.",,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,REQUEST,In your opinion is it fair or not fair that one secretary is paid more than the other?,"Je podle Vašeho mínění spravedlivé nebo nespravedlivé, že jedna sekretářka je placena lépe než druhá?",,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,RESPONSE,fair,Spravedlivé,1.0,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q18,RESPONSE,unfair,Nespravedlivé,2.0,EVS_R03_1999_ENG_GB_107,EVS_R03_1999_CZE_CZ_70
Q19,INSTRUCTION,Read out A and B,PŘEDLOŽTE KARTU 19,,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,REQUEST,People have different ideas about following instruction at work.,Lidé mají odlišné názory na respektování pracovních příkazů.,,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,REQUEST,Some say that one should follow instructions of one's superiors even when one does not fully agree with them.,"Někteří říkají, že je třeba řídit se instrukcemi nadřízeného, i když s nimi člověk zcela nesouhlasí.",,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,REQUEST,Others say that one should follow one's superior's instructions only when one is convinced that they are right.,"Jiní říkají, že je třeba se řídit příkazy nadřízeného jen pokud je člověk přesvědčen, že jsou správné.",,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,REQUEST,Which of these two opinions do you agree with?,Se kterým z těchto dvou názorů souhlasíte?,,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,RESPONSE,should follow instructions,Pracovník by se měl řídit příkazy,1.0,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,RESPONSE,must be convinced first,Pracovník musí být nejprve přesvědčen,2.0,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q19,RESPONSE,depends,Záleží na okolnostech,3.0,EVS_R03_1999_ENG_GB_108,EVS_R03_1999_CZE_CZ_71
Q20,INSTRUCTION,,PŘEDLOŽTE KARTU 20,,,EVS_R03_1999_CZE_CZ_72
Q20,REQUEST,Do you agree or disagree with the following statements?,Souhlasíte nebo nesouhlasíte s následujícími výroky?,,EVS_R03_1999_ENG_GB_109,EVS_R03_1999_CZE_CZ_72
Q20a,INSTRUCTION,Read out A B C D - in reverse order for alternate contacts,,,EVS_R03_1999_ENG_GB_112,
Q20a,REQUEST,"When jobs are scarce, employers should give priority to British people over immigrants","Když je nedostatek pracovních příležitostí, zaměstnavatelé by měli dát přednost Čechům před přistěhovalci.",,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20a,REQUEST,"How often, if at all, do you think about the meaning and purpose of life?",,,EVS_R03_1999_ENG_GB_112,
Q20a,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20a,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20a,RESPONSE,agree,Souhlasím,1.0,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20a,RESPONSE,disagree,Nesouhlasím,2.0,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20a,RESPONSE,neither,Ani souhlas ni nesouhlas,3.0,EVS_R03_1999_ENG_GB_110,EVS_R03_1999_CZE_CZ_73
Q20b,REQUEST,"When jobs are scarce, men have more right to a job than women","Když je nedostatek pracovních příležitostí, muži mají na práci větší právo než ženy.",,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q20b,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q20b,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q20b,RESPONSE,agree,Souhlasím,1.0,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q20b,RESPONSE,disagree,Nesouhlasím,2.0,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q20b,RESPONSE,neither,Ani souhlas ni nesouhlas,3.0,EVS_R03_1999_ENG_GB_111,EVS_R03_1999_CZE_CZ_74
Q40a,REQUEST,Faithfulness,Věrnost,,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40a,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40a,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40a,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40a,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40a,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_150,EVS_R03_1999_CZE_CZ_117
Q40b,REQUEST,An adequate income,Přiměřený příjem,,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40b,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40b,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40b,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40b,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40b,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_151,EVS_R03_1999_CZE_CZ_118
Q40c,REQUEST,Being of the same social background,Stejný sociální  původ,,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40c,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40c,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40c,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40c,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40c,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_152,EVS_R03_1999_CZE_CZ_119
Q40d,REQUEST,Mutual respect and appreciation,Vzájemná úcta a uznání,,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40d,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40d,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40d,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40d,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40d,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_153,EVS_R03_1999_CZE_CZ_120
Q40e,REQUEST,Shared religious beliefs,Společné náboženské přesvědčení,,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40e,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40e,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40e,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40e,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40e,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_154,EVS_R03_1999_CZE_CZ_121
Q40f,REQUEST,Good housing,Dobré bydlení,,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40f,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40f,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40f,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40f,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40f,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_155,EVS_R03_1999_CZE_CZ_122
Q40g,REQUEST,Agreement on politics,Shoda názorů na politiku,,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40g,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40g,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40g,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40g,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40g,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_156,EVS_R03_1999_CZE_CZ_123
Q40h,REQUEST,Understanding and tolerance,Porozumění a snášenlivost,,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40h,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40h,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40h,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40h,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40h,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_157,EVS_R03_1999_CZE_CZ_124
Q40i,REQUEST,Living apart from your in-laws,Oddělené  bydlení od rodičů partnera,,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40i,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40i,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40i,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40i,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40i,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_158,EVS_R03_1999_CZE_CZ_125
Q40j,REQUEST,Happy sexual relationship,Dobré sexuální soužití,,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40j,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40j,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40j,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40j,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40j,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_159,EVS_R03_1999_CZE_CZ_126
Q40k,REQUEST,Sharing household chores,Dělba domácích prací,,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40k,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40k,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40k,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40k,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40k,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_160,EVS_R03_1999_CZE_CZ_127
Q40l,REQUEST,Children,Děti,,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40l,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40l,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40l,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40l,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40l,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_161,EVS_R03_1999_CZE_CZ_128
Q40m,REQUEST,Being willing to discuss the problems that come up between husband and wife,"Ochota diskutovat o problémech, které mezi manželi vyvstávají",,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40m,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40m,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40m,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40m,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40m,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_162,EVS_R03_1999_CZE_CZ_129
Q40n,REQUEST,Spending as much time together as possible,Společné trávení co nejvíce času,,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40n,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40n,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40n,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40n,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40n,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_163,EVS_R03_1999_CZE_CZ_130
Q40o,REQUEST,Talking a lot about mutual interests,Časté debaty o společných zájmech,,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40o,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40o,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40o,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40o,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40o,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_164,EVS_R03_1999_CZE_CZ_131
Q40p,REQUEST,Being from the same ethnic background,Stejný etnický (národnostní) původ,,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q40p,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q40p,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q40p,RESPONSE,very,Velmi důležité,1.0,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q40p,RESPONSE,rather,Spíše důležité,2.0,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q40p,RESPONSE,not,Nepříliš důležité,3.0,EVS_R03_1999_ENG_GB_166,EVS_R03_1999_CZE_CZ_132
Q41,REQUEST,"If someone says a child needs a home with both a father and a mother to grow up happily, would you tend to agree or disagree?","Když někdo říká, že dítě potřebuje domov s oběma rodiči, aby vyrůstalo  šťastně, souhlasil(a) byste s ním nebo nesouhlasil(a)?",,EVS_R03_1999_ENG_GB_167,EVS_R03_1999_CZE_CZ_133
Q41,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_167,EVS_R03_1999_CZE_CZ_133
Q41,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_167,EVS_R03_1999_CZE_CZ_133
Q41,RESPONSE,tend to agree,Spíše souhlasím,1.0,EVS_R03_1999_ENG_GB_167,EVS_R03_1999_CZE_CZ_133
Q41,RESPONSE,tend to disagree,Spíše nesouhlasím,2.0,EVS_R03_1999_ENG_GB_167,EVS_R03_1999_CZE_CZ_133
Q42,REQUEST,Do you think that a woman has to have children in order to be fulfilled?,"Myslíte si, že žena musí mít děti, aby se splnilo její poslání, nebo to není nutné?",,EVS_R03_1999_ENG_GB_168,EVS_R03_1999_CZE_CZ_134
Q42,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_168,EVS_R03_1999_CZE_CZ_134
Q42,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_168,EVS_R03_1999_CZE_CZ_134
Q42,RESPONSE,yes,Potřebuje děti,1.0,EVS_R03_1999_ENG_GB_168,EVS_R03_1999_CZE_CZ_134
Q42,RESPONSE,no,Není to nutné,2.0,EVS_R03_1999_ENG_GB_168,EVS_R03_1999_CZE_CZ_134
Q43,INSTRUCTION,Read out,(Přečtěte),,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,REQUEST,Do you agree or disagree with the following statement?,Souhlasíte nebo nesouhlasíte s následujícím výrokem?,,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,REQUEST,Marriage is an outdated institution,Manželství je zastaralá instituce.,,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,RESPONSE,agree,Souhlasí,1.0,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q43,RESPONSE,disagree,Nesouhlasí,2.0,EVS_R03_1999_ENG_GB_169,EVS_R03_1999_CZE_CZ_135
Q44,REQUEST,"If a woman wants to have a child as a single parent, but she doesn't want to have a stable relationship with a man, do you approve or disapprove?","Chce-li žena dítě, ale chce je vychovávat sama a žít bez muže, schvalujete to, nebo ne?",,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q44,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q44,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q44,RESPONSE,approve,Schvaluji,1.0,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q44,RESPONSE,disapprove,Neschvaluji,2.0,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q44,RESPONSE,depends,Záleží na okolnostech,3.0,EVS_R03_1999_ENG_GB_170,EVS_R03_1999_CZE_CZ_136
Q45,INSTRUCTION,Show card I,PŘEDLOŽTE KARTU 45,,EVS_R03_1999_ENG_GB_171,EVS_R03_1999_CZE_CZ_137
Q45,REQUEST,"From this card, how much do you agree or disagree with the following statements?",Co si myslíte o následujících výrocích?,,EVS_R03_1999_ENG_GB_171,EVS_R03_1999_CZE_CZ_137
Q45,REQUEST,,Souhlasíte s nimi nebo nesouhlasíte?,,,EVS_R03_1999_CZE_CZ_137
Q45a,REQUEST,man has to have children in order to be fulfilled,"Člověk musí mít děti, aby jeho život byl naplněn.",,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,agree strongly,Rozhodně souhlasím,1.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,agree,Souhlasím,2.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,neither agree nor disagree,Ani souhlas ani nesouhlas,3.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,disagree,Nesouhlasím,4.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45a,RESPONSE,disagree strongly,Rozhodně nesouhlasím,5.0,EVS_R03_1999_ENG_GB_172,EVS_R03_1999_CZE_CZ_138
Q45b,REQUEST,marriage or a long-term stable relationship is necessary to be happy,Manželství nebo dlouhodobý stálý vztah je předpokladem štěstí.,,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,no answer,Neodpověděl(a),777.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,don't know,Neví,888.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,agree strongly,Rozhodně souhlasím,1.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,agree,Souhlasím,2.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,neither agree nor disagree,Ani souhlas ani nesouhlas,3.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,disagree,Nesouhlasím,4.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q45b,RESPONSE,disagree strongly,Rozhodně nesouhlasím,5.0,EVS_R03_1999_ENG_GB_173,EVS_R03_1999_CZE_CZ_139
Q46,INSTRUCTION,Show card B,PŘEDLOŽTE KARTU 46,,EVS_R03_1999_ENG_GB_174,EVS_R03_1999_CZE_CZ_140
