item_name,item_type,source,target,item_value
A4,RESPONSE,"More than 2 hours, up to 2.5 hours","Mer enn 2 timer, opptil 2.5 timer",6
A4,RESPONSE,"More than 2.5 hours, up to 3 hours","Mer enn 2.5 timer, opptil 3 timer",7
A4,RESPONSE,More than 3 hours,Mer enn 3 timer,8
A4,RESPONSE,(Don't know),(Vet ikke),888
A5,REQUEST,"On an average weekday, how much time, in total, do you spend reading the newspapers?","Hvor mye tid, alt i alt, bruker du til å lese aviser, på en vanlig ukedag?",
A5,INSTRUCTION,Use this card again,STILLES TIL ALLE,
A5,INSTRUCTION,,KORT 1,
A5,INSTRUCTION,,Velg et svaralternativ fra kortet.,
A5,RESPONSE,No time at all,Ikke noe tid,1
A5,RESPONSE,Less than 0.5 hour,Mindre enn en 0.5 time,2
A5,RESPONSE,0.5 hour to 1 hour,Fra 0.5 til 1 time,3
A5,RESPONSE,"More than 1 hour, up to 1.5 hours","Mer enn 1 time, opptil 1.5 time",4
A5,RESPONSE,"More than 1.5 hours, up to 2 hours","Mer enn 1.5, opptil 2 timer",5
A5,RESPONSE,"More than 2 hours, up to 2.5 hours","Mer enn 2 timer, opptil 2.5 timer",6
A5,RESPONSE,"More than 2.5 hours, up to 3 hours","Mer enn 2.5 timer, opptil 3 timer",7
A5,RESPONSE,More than 3 hours,Mer enn 3 timer,8
A5,RESPONSE,(Don't know),(Vet ikke),888
A6,REQUEST,And how much of this time is spent reading about politics and current affairs?,Hvor mye av denne tiden bruker du til å lese om politikk og aktuelle samfunnsspørsmål?,
A6,INSTRUCTION,Still use this card.,KORT 1,
A6,INSTRUCTION,,Bruk kortet,
A6,RESPONSE,No time at all,Ikke noe tid,1
A6,RESPONSE,Less than 0.5 hour,Mindre enn en 0.5 time,2
A6,RESPONSE,0.5 hour to 1 hour,Fra 0.5 til 1 time,3
A6,RESPONSE,"More than 1 hour, up to 1.5 hours","Mer enn 1 time, opptil 1.5 time",4
A6,RESPONSE,"More than 1.5 hours, up to 2 hours","Mer enn 1.5, opptil 2 timer",5
A6,RESPONSE,"More than 2 hours, up to 2.5 hours","Mer enn 2 timer, opptil 2.5 timer",6
A6,RESPONSE,"More than 2.5 hours, up to 3 hours","Mer enn 2.5 timer, opptil 3 timer",7
A6,RESPONSE,More than 3 hours,Mer enn 3 timer,8
A6,RESPONSE,(Don't know),(Vet ikke),888
A7,REQUEST,"Now, using this card, how often do you use the internet, the World Wide Web or e-mail – whether at home or at work – for your personal use?","Bruk dette kortet, og vis hvor ofte du bruker internett, World Wide Web eller e-post til privat bruk, enten hjemme eller på jobben?",
A7,RESPONSE,No access at home or work,"Har ikke nettilgang, verken hjemme eller på jobben",1
A7,RESPONSE,Never use,Bruker aldri,2
A7,RESPONSE,Less than once a month,Mindre enn en gangimåneden,3
A7,RESPONSE,Once a month,En gang i måneden,4
A7,RESPONSE,Several times a month,Flere ganger i måneden,5
A7,RESPONSE,Once a week,En gang i uken,6
A7,RESPONSE,Several times a week,Flere ganger i uken,7
A7,RESPONSE,Every day,Hver dag,8
A7,RESPONSE,(Don't know),(Vet ikke),888
A8,REQUEST,"Using this card, generally speaking, would you say that most people can be trusted, or that you can't be too careful in dealing with people?","Vil du stort sett si at de fleste er til å stole på, eller at en ikke kan være for forsiktig når en har med andre å gjøre.",
A8,REQUEST,"Please tell me on a score of 0 to 10, where 0 means you can't be too careful and 10 means that most people can be trusted.","Vær så snill å gi meg svaret på en skala fra 0-10, der null betyr at en ikke kan være for forsiktig, mens ti betyr at en kan stole på folk flest.",
A8,RESPONSE, You can't be too careful, En kan ikke være for forsiktig,0
A8,RESPONSE,1,1,1
A8,RESPONSE,2,2,2
A8,RESPONSE,3,3,3
A8,RESPONSE,4,4,4
A8,RESPONSE,5,5,5
A8,RESPONSE,6,6,6
A8,RESPONSE,7,7,7
A8,RESPONSE,8,8,8
A8,RESPONSE,9,9,9
A8,RESPONSE, Most people can be trusted, De fleste er til til å stole på,10
A8,RESPONSE,(Don't know),(Vet ikke),888
A9,REQUEST,"Using this card, do you think that most people would try to take advantage of you if they got the chance, or would they try to be fair?","Tror du at folk flest vil prøve å utnytte deg hvis de fikk sjansen, eller vil de prøve å behandle deg rimelig og rettferdig?",
A9,RESPONSE, Most people would try to take advantage of me, Folk flest vil prøve å utnytte meg,0
A9,RESPONSE,1,1,1
A9,RESPONSE,2,2,2
A9,RESPONSE,3,3,3
A9,RESPONSE,4,4,4
A9,RESPONSE,5,5,5
A9,RESPONSE,6,6,6
A9,RESPONSE,7,7,7
A9,RESPONSE,8,8,8
A9,RESPONSE,9,9,9
A9,RESPONSE, Most people would try to be fair, Folk flest vil prøve å være rimelige og rettferdige,10
A9,RESPONSE,(Don't know),(Vet ikke),888
A10,REQUEST,Would you say that most of the time people try to be helpful or that they are mostly looking out for themselves?,"Vil du si at folk for det meste prøver å være hjelpsomme, eller at de har nok med seg selv?",
A10,INSTRUCTION,Please use this card.,KORT 5,
A10,RESPONSE, People mostly look out for themselves, Folk har stort sett nok med seg selv,0
A10,RESPONSE,1,1,1
A10,RESPONSE,2,2,2
A10,RESPONSE,3,3,3
A10,RESPONSE,4,4,4
A10,RESPONSE,5,5,5
A10,RESPONSE,6,6,6
A10,RESPONSE,7,7,7
A10,RESPONSE,8,8,8
A10,RESPONSE,9,9,9
A10,RESPONSE, People mostly try to be helpful, Folk forsøker stort sett å være hjelpsomme,10
A10,RESPONSE,(Don't know),(Vet ikke),888
B1,INTRO,Now we want to ask a few questions about politics and government,Nå vil vi stille noen spørsmål om politikk og politikere.,
C1,INTRO,And now a few questions about you and your life.,Og nå noen spørsmål om deg og livet ditt.,
D1,INTRO,People come to live in country from other countries for different reasons.,Folk kommer fra andre land for å bo i Norge av mange forskjellige grunner.,
D1,INTRO,Some have ancestral ties.,Noen kommer på grunn av slekt eller forfedre.,
D1,INTRO,"Others come to work here, or to join their families.","Andre kommer for å arbeide her, for å gjenforenes med familien sin eller for å flykte fra forfølgelse.",
D1,INTRO,Others come because they're under threat.,Her er noen spørsmål om folk som kommer til Norge.,
E1a,INTRO,The next few questions are about the organisations some people take part in.,De neste spørsmålene er om organisasjoner som enkelte er med i.,
F1,INTRO,"And finally, I would like to ask you a few details about yourself and others in your household.",Til slutt vil jeg stille noen spørsmål om deg og de andre i husholdningen din.,
C1,REQUEST,"Taking all things together, how happy would you say you are?","I det store og hele, hvor lykkelig er du?",
C1,INSTRUCTION,,KORT 17,
C1,INSTRUCTION,Please use this card.,Velg et tall fra kortet.,
C1,RESPONSE, Extremely unhappy, Svært ulykkelig,0
C1,RESPONSE,1,1,1
C1,RESPONSE,2,2,2
C1,RESPONSE,3,3,3
C1,RESPONSE,4,4,4
C1,RESPONSE,5,5,5
C1,RESPONSE,6,6,6
C1,RESPONSE,7,7,7
C1,RESPONSE,8,8,8
C1,RESPONSE,9,9,9
C1,RESPONSE, Extremely happy, Svært lykkelig,10
C1,RESPONSE,(Don't know),(Vet ikke),888
C2,REQUEST,"Using this card, how often do you meet socially with friends, relatives or work colleagues?","Hvor ofte omgås du sosialt med venner, slektninger eller arbeidskollegaer?",
C2,RESPONSE,Never,Aldri,1
C2,RESPONSE,Less than once a month,Sjeldnere enn en gang i måneden,2
C2,RESPONSE,Once a month,En gang i måneden,3
C2,RESPONSE,Several times a month,Flere ganger i måneden,4
C2,RESPONSE,Once a week,En gang i uka,5
C2,RESPONSE,Several times a week,Flere ganger i uka,6
C2,RESPONSE,Every day,Hver dag,7
C2,RESPONSE,(Don't know),(Vet ikke),888
C3,REQUEST,Do you have anyone with whom you can discuss intimate and personal matters?,Har du noen som du kan betro deg til og diskutere personlige ting med?,
C3,RESPONSE,Yes,Ja,1
C3,RESPONSE,No,Nei,2
C3,RESPONSE,(Don't know),(Vet ikke),888
C4,REQUEST,"Compared to other people of your age, how often would you say you take part in social activities?","Hvor ofte deltar du i sosiale aktiviteter, sammenlignet med andre på din alder?",
C4,INSTRUCTION,,KORT 19,
C4,INSTRUCTION,Please use this card.,Ta en titt på dette kortet.,
C4,RESPONSE,Much less than most,Mye mindre enn folk flest,1
C4,RESPONSE,Less than most,Mindre enn folk flest,2
C4,RESPONSE,About the same,Omtrent som andre,3
C4,RESPONSE,More than most,Mer enn folk flest,4
C4,RESPONSE,Much more than most,Mye mer enn folk flest,5
C4,RESPONSE,(Don't know),(Vet ikke),888
C5,REQUEST,Have you or a member of your household been the victim of a burglary or assault in the last 5 years?,"Har du eller et annet medlem av din husholdning blitt utsatt for innbrudd, ran eller overfall i løpet av de siste fem årene?",
C5,RESPONSE,Yes,Ja,1
C5,RESPONSE,No,Nei,2
C5,RESPONSE,(Don't know),(Vet ikke),888
C6,REQUEST,How safe do you – or would you - feel walking alone in this area after dark?,"Hvor trygg føler du deg, eller ville du følt deg, hvis du går alene i ditt nabolag etter at det har blitt mørkt?",
C6,REQUEST,Do – or would – you feel...,Føler du deg- eller ville du følt deg-...,
C6,RESPONSE,very safe,veldig trygg,1
C6,RESPONSE,safe,trygg,2
C6,RESPONSE,unsafe,utrygg,3
C6,RESPONSE,"or, very unsafe?",eller veldig utrygg?,4
C6,RESPONSE,(Don't know),(Vet ikke),888
C7,REQUEST,How is your health in general?,Hvordan er helsen din stort sett?,
C7,REQUEST,Would you say it is ...,Vil du si at den er,
C7,RESPONSE,very good,svært god,1
C7,RESPONSE,good,god,2
C7,RESPONSE,fair,middels,3
C7,RESPONSE,bad,dårlig,4
C7,RESPONSE,"or, very bad?","eller svært dårlig,?",5
C7,RESPONSE,(Don't know),(Vet ikke),888
C8,REQUEST,"Are you hampered in your daily activities in any way by any longstanding illness, or disability, infirmity or mental health problem?","Er du på noen måte hemmet i dine daglige aktiviteter på grunn av langvarig sykdom, funksjonshemming, dårlig helse eller psykiske problemer?",
C8,RESPONSE,Yes a lot,"Ja, mye",1
C8,RESPONSE,Yes to some extent,"Ja, til en viss grad",2
C8,RESPONSE,No,Nei,3
C8,RESPONSE,(Don't know),(Vet ikke),888
C9,REQUEST,Do you consider yourself as belonging to any particular religion or denomination?,Vil du si at du tillhører en bestemt religion eller trosretning?,
C9,RESPONSE,Yes,Ja,1
C9,RESPONSE,No,Nei,2
C9,RESPONSE,(Don't know),(Vet ikke),888
C10,REQUEST,Which one?,Hvilken er det?,
C10,RESPONSE,Christian – no denomination,Romersk katolsk,1
C10,RESPONSE,Roman Catholic,Den norske kirke,2
C10,RESPONSE,Greek or Russian Orthodox,Gresk ortodoks,3
C10,RESPONSE,Other Eastern Orthodox,Andre kristne menigheter,4
C10,RESPONSE,Protestant (no further detail),Jøder,5
C10,RESPONSE,Church of England / Anglican,Muslimer,6
C10,RESPONSE,Baptist,Østlige religioner,7
C10,RESPONSE,Methodist,Andre ikke kristne religioner,8
C10,RESPONSE,Presbyterian / Church of Scotland,Passer ikke,9
C10,RESPONSE,(Don't know),(Vet ikke),888
C11,REQUEST,Have you ever considered yourself as belonging to any particular religion or denomination?,Vil du si at du noen gang har tilhørt en bestemt religion eller trosretning?,
C11,RESPONSE,Yes,JA,1
C11,RESPONSE,No,Nei,2
C11,RESPONSE,(Don't know),(Vet ikke),888
C12,REQUEST,Which one?,Hvilken var det?,
C12,RESPONSE,Christian – no denomination,Romersk katolsk,1
C12,RESPONSE,Roman Catholic,Den norske kirke,2
C12,RESPONSE,Greek or Russian Orthodox,Gresk ortodoks,3
C12,RESPONSE,Other Eastern Orthodox,Andre kristne menigheter,4
C12,RESPONSE,Protestant (no further detail),Jøder,5
C12,RESPONSE,Church of England / Anglican,Muslimer,6
C12,RESPONSE,Baptist,Østlige religioner,7
C12,RESPONSE,Methodist,Andre ikke kristne religioner,8
C12,RESPONSE,Presbyterian / Church of Scotland,Passer ikke,9
C12,RESPONSE,(Don't know),(Vet ikke),888
C13,REQUEST,"Regardless of whether you belong to a particular religion, how religious would you say you are?","Uavhengig av om du tilhører en bestemt religion, hvor religiøs vil du si at du er?",
C13,INSTRUCTION,,STILLES TIL ALLE,
C13,INSTRUCTION,,KORT 20,
C13,INSTRUCTION,Please use this card.,Bruk kortet til å svare.,
C13,RESPONSE, Not at all religious, Ikke religiøs i det hele tatt,0
C13,RESPONSE,1,1,1
C13,RESPONSE,2,2,2
C13,RESPONSE,3,3,3
C13,RESPONSE,4,4,4
C13,RESPONSE,5,5,5
C13,RESPONSE,6,6,6
C13,RESPONSE,7,7,7
C13,RESPONSE,8,8,8
C13,RESPONSE,9,9,9
C13,RESPONSE, Very religious, Veldig religiøs,10
C13,RESPONSE,(Don't know),(Vet ikke),888
C14,REQUEST,"Apart from special occasions such as weddings and funerals, about how often do you attend religious services nowadays?","Hvis du ser bort fra spesielle anledninger som bryllup og begravelser, hvor ofte deltar du I gudstjenester eller andre religiøse møter?",
C14,RESPONSE,Every day,Hver dag,1
C14,RESPONSE,More than once a week,Mer enn en gang i uka,2
C14,RESPONSE,Once a week,En gang i uka,3
C14,RESPONSE,At least once a month,Minst en gang i måneden,4
C14,RESPONSE,Only on special holy days,Bare på spesielle helligdager,5
C14,RESPONSE,Less often,Sjeldnere,6
C14,RESPONSE,Never,Aldri,7
C14,RESPONSE,(Don't know),(Vet ikke),888
C15,REQUEST,"Apart from when you are at religious services, how often, if at all, do you pray?","Hvis du ser bort ifra de gangene du går til gudstjeneste, hvor ofte ber du, hvis du ber I det hele tatt?",
C15,INSTRUCTION,,KORT 21 IGJEN,
C15,INSTRUCTION,Please use this card.,Bruk kortet til å svare.,
C15,RESPONSE,Every day,Hver dag,1
C15,RESPONSE,More than once a week,Mer enn en gang i uka,2
C15,RESPONSE,Once a week,En gang i uka,3
C15,RESPONSE,At least once a month,Minst en gang i måneden,4
C15,RESPONSE,Only on special holy days,Bare på spesielle helligdager,5
C15,RESPONSE,Less often,Sjeldnere,6
C15,RESPONSE,Never,Aldri,7
C15,RESPONSE,(Don't know),(Vet ikke),888
C16,REQUEST,Would you describe yourself as being a member of a group that is discriminated against in this country?,Vil du si at du er medlem av en gruppe som blir diskriminert her i landet?,
C16,RESPONSE,Yes,Ja,1
C16,RESPONSE,No,Nei,2
C16,RESPONSE,(Don't know),(Vet ikke),888
C17,REQUEST,On what grounds is your group discriminated against?,Hvorfor blir gruppen diskriminert?,
C17,RESPONSE,Colour or race,Hudfarve,1
C17,RESPONSE,Nationality,Nasjonalitet,2
C17,RESPONSE,Religion,Religion,3
C17,RESPONSE,Language,Språk,4
C17,RESPONSE,Ethnic group,Etnisk tilhørighet,5
C17,RESPONSE,Age,Alder,6
C17,RESPONSE,Gender,Kjønn,7
C17,RESPONSE,Sexuality,Seksuell legning,8
C17,RESPONSE,Disability,Funksjonshemming,9
C17,RESPONSE,Other,Andre (SKRIV INN),10
C17,RESPONSE,(Don't know),(Vet ikke),888
C18,REQUEST,Are you a citizen of country?,Er du norsk statsborger?,
C18,RESPONSE,Yes,Ja,1
C18,RESPONSE,No,Nei,2
C18,RESPONSE,(Don't know),(Vet ikke),888
C19,REQUEST,What citizenship do you hold?,Hvilket statsborgerskap har du?,
C20,REQUEST,Were you born in country?,Er du født i Norge?,
C20,RESPONSE,Yes,Ja,1
C20,RESPONSE,No,Nei,2
C20,RESPONSE,(Don't know),(Vet ikke),888
C21,REQUEST,In which country were you born?,I hvilket land ble du født?,
C22,REQUEST,How long ago did you first come to live in country?,Hvor lenge siden er det du kom til Norge for å bosette deg?,
C22,INSTRUCTION,,KORT 22,
C22,INSTRUCTION,Please use this card.,Bruk dette kortet.,
C22,RESPONSE,Within the last year,I løpet av det siste året,1
C22,RESPONSE,1-5 years ago,1-5 år siden,2
C22,RESPONSE,6-10 years ago,6-10 år siden,3
C22,RESPONSE,11-20 years ago,11-20 år siden,4
C22,RESPONSE,More than 20 years ago,Mer enn 20 år siden,5
C22,RESPONSE,(Don't know),(Vet ikke),888
C23,REQUEST,What language or languages do you speak most often at home?,Hvilket eller hvilke språk bruker du stort sett hjemme?,
C23,RESPONSE,WRITE IN UP TO 2 LANGUAGES,SKRIV INN MAKSIMALT TO SPRÅK,1
C23,RESPONSE,(Don't know),(Vet ikke),888
C24,REQUEST,Do you belong to a minority ethnic group in country?,Tilhører du en etnisk minoritet i Norge?,
C24,RESPONSE,Yes,Ja,1
C24,RESPONSE,No,Nei,2
C24,RESPONSE,(Don't know),(Vet ikke),888
C25,REQUEST,Was your father born in country?,Er din far født i Norge?,
C25,RESPONSE,Yes,Ja,1
C25,RESPONSE,No,Nei,2
C25,RESPONSE,(Don't know),(Vet ikke),888
C26,REQUEST,From which of these continents does your father originally come?,Hvilket kontinent kommer faren din opprinnelig fra?,
C26,INSTRUCTION,,KORT 23,
C26,INSTRUCTION,Please use this card.,Ta en titt på kortet.,
C26,RESPONSE,Europe,Europa,1
C26,RESPONSE,Africa,Afrika,2
C26,RESPONSE,Asia,Asia,3
C26,RESPONSE,North America,Nord-Amerika (inkludert Mexico),4
C26,RESPONSE,South America and the Caribbean,Sør-Amerika,5
C26,RESPONSE,Australasia,Oceania/Australia og New Zealand,6
C26,RESPONSE,(Don't know),(Vet ikke),888
C27,REQUEST,Was your mother born in country?,Er din mor født i Norge?,
C27,RESPONSE,Yes,Ja,1
C27,RESPONSE,No,Nei,2
C27,RESPONSE,(Don't know),(Vet ikke),888
C28,REQUEST,From which of these continents does your mother originally come?,Hvilket kontinent kommer moren din opprinnelig fra?,
C28,INSTRUCTION,,KORT 23 IGJEN,
C28,INSTRUCTION,Please use this card.,Ta en titt på kortet.,
C28,RESPONSE,Europe,Europa,1
C28,RESPONSE,Africa,Afrika,2
C28,RESPONSE,Asia,Asia,3
C28,RESPONSE,North America,Nord-Amerika (innkludert Mexico),4
C28,RESPONSE,South America and the Caribbean,Sør-Amerika,5
C28,RESPONSE,Australasia,Oceania/Australia og New Zealand,6
C28,RESPONSE,(Don't know),(Vet ikke),888
F1,REQUEST,"Including yourself, how many people - including children - live here regularly as members of this household?","Hvor mange bor i din husholdning, medregnet deg selv og eventuelle barn?",
F3,REQUEST,And in what year were you he born?,Hvilket år hun født?,
F4,REQUEST,"Looking at this card, what relationship is he to you?",Hvilket familieforhold har hun/han til deg?,
F4,RESPONSE,Husband/wife/partner,IO Selv,1
F4,RESPONSE,"Son/daughter (inc. step, adopted, foster, child of partner)",Ektefelle/partner/samboer,2
F4,RESPONSE,"Parent, parent-in-law, partner's parent, step parent","Sønn/datter (medregnet stebarn, adopterte, fosterbarn og barn av partner)",3
F4,RESPONSE,Other relative,Foreldre/svigerforeldre/partners foreldre/steforeldre,4
F4,RESPONSE,Other non-relative,Annen slektning,5
F4,RESPONSE,(Don't know),(Vet ikke),888
F5,REQUEST,Which phrase on this card best describes the area where you live?,Hvilken betegnelse på dette kortet passer best på området du bor i?,
F5,RESPONSE,A big city,En storby,1
F5,RESPONSE,The suburbs or outskirts of a big city,En forstad eller utkanten av en storby,2
F5,RESPONSE,A town or a small city,En liten by,3
F5,RESPONSE,A country village,Bygdesentrum,4
F5,RESPONSE,A farm or home in the countryside,En gård eller et hjem på landet,5
F5,RESPONSE,(Don't know),(Vet ikke),888
F7,REQUEST,How many years of full-time education have you completed?,"Alt i alt hvor mange år har du gått på skole, eller vært under utdannelse?",
F8a,REQUEST,"Using this card, which of these descriptions applies to what you have been doing for the last 7 days?",Hvilke av beskrivelsene passer på det du har gjort de siste 7 dagene?,
F8a,RESPONSE,"in paid work (or away temporarily) (employee, self-employed, working for your family business)","i betalt arbeid (eller midlertidig fraværende) (ansatt, selvstendig eller har arbeidifamiliebedrift)",1
F8a,RESPONSE,"in education, even if on vacation (not paid for by employer)","under utdanning (som ikke er betalt av arbeidsgiver, medregnet fravær fra utdanning på grunn av ferie)",2
F8a,RESPONSE,unemployed and actively looking for a job,arbeidsledig og aktivt arbeidssøkende,3
F8a,RESPONSE,"unemployed, wanting a job but not actively looking for a job","arbeidsledig, ønsker en jobb men er ikke aktivt arbeidssøkende",4
F8a,RESPONSE,permanently sick or disabled,varig syk eller funksjonshemmet,5
F8a,RESPONSE,retired,pensjonert,6
F8a,RESPONSE,in community or military service,i siviltjeneste eller millitærtjeneste,7
F8a,RESPONSE,"doing housework, looking after children or other persons","gjør husarbeid, passer barn eller andre personer",8
F8a,RESPONSE,(Don't know),(Vet ikke),888
F8b,REQUEST,And which of these descriptions best describes your situation (in the last seven days)?,Og hvilke av disse beskrivelsene passer best på din situasjon (de siste 7 dagene)?,
F8b,RESPONSE,"in paid work (or away temporarily) (employee, self-employed, working for your family business)","i betalt arbeid (eller midlertidig fraværende) (ansatt, selvstendig eller har arbeidifamiliebedrift)",1
F8b,RESPONSE,"in education, even if on vacation (not paid for by employer)","under utdanning (som ikke er betalt av arbeidsgiver, medregnet fravær fra utdanning på grunn av ferie)",2
F8b,RESPONSE,unemployed and actively looking for a job,arbeidsledig og aktivt arbeidssøkende,3
F8b,RESPONSE,"unemployed, wanting a job but not actively looking for a job","arbeidsledig, ønsker en jobb men er ikke aktivt arbeidssøkende",4
F8b,RESPONSE,permanently sick or disabled,varig syk eller funksjonshemmet,5
F8b,RESPONSE,retired,pensjonert,6
F8b,RESPONSE,in community or military service,i siviltjeneste eller millitærtjeneste,7
F8b,RESPONSE,"doing housework, looking after children or other persons","gjør husarbeid, passer barn eller andre personer",8
F8b,RESPONSE,(Don't know),(Vet ikke),888
F9,REQUEST,"Can I just check, did you do any paid work (of an hour or more) in the last seven days?",Har du utført lønnet arbeid (i minst en time) i løpet av de siste syv dagene?,
F9,RESPONSE,Yes,Ja,1
F9,RESPONSE,No,Nei,2
F9,RESPONSE,(Don't know),(Vet ikke),888
F10,REQUEST,Have you ever had a paid job?,Har du noen gang hatt betalt arbeid?,
F10,RESPONSE,Yes,Ja,1
F10,RESPONSE,No,Nei,2
F10,RESPONSE,(Don't know),(Vet ikke),888
F11,REQUEST,In what year were you last in a paid job?,I hvilket år hadde du sist betalt arbeid?,
F12,REQUEST,In your main job are you...,I hovedyrke ditt er du...,
F12,RESPONSE,an employee,Ansatt,1
F12,RESPONSE,self-employed,selvstendig næringsdrivende,2
F12,RESPONSE,working for your own family's business,arbeider i familiebedrift,3
F12,RESPONSE,(Don't know),(Vet ikke),888
F13,REQUEST,How many employees (if any) do you have?,"Hvor mange ansatte, hvis noen, har du?",
F14,REQUEST,Do you have a work contract of...,Har du en arbeidskontrakt...,
F14,RESPONSE,unlimited duration,uten tidsbegrensning,1
F14,RESPONSE,"or, limited duration",eller for en begrenset tid,2
F14,RESPONSE,(Don't know),(Vet ikke),888
F15,REQUEST,"Including yourself, about how many people are employed at the place where you usually work?",Medregnet deg selv omtrent hvor mange er ansatt der du vanligvis arbeider?,
F15,RESPONSE,...under 10,...under 10,1
F15,RESPONSE,...10 to 24,...10 til 24,2
F15,RESPONSE,...25 to 99,...25 til 99,3
F15,RESPONSE,...100 to 499,...100 til 499,4
F15,RESPONSE,"or, 500 or more?","eller, 500 eller flere?",5
F15,RESPONSE,(Don't know),(Vet ikke),888
F16,REQUEST,"In your main job, do you have any responsibility for supervising the work of other employees?",Har du noe ansvar for å lede andre ansattes arbeidihovedjobben din?,
F16,RESPONSE,Yes,Ja,1
F16,RESPONSE,No,Nei,2
F16,RESPONSE,(Don't know),(Vet ikke),888
F17,REQUEST,How many people are you responsible for?,Hvor mange mennesker er du leder for?,
F18,REQUEST,To what extent can you organise your own work?,STILLES TIL ALLE ARBEIDSTAKERE ELLER TIDLIGERE ARBEIDSTAKERE,
F18,REQUEST,Can you...,I hvor stor grad kan du organisere ditt eget arbeid som du selv ønsket?,
F18,RESPONSE,...to a large extent,i stor grad...,1
F18,RESPONSE,...to some extent,i noen grad...,2
F18,RESPONSE,...very little,i liten grad...,3
F18,RESPONSE,...or not at all?,eller ikke i det hele tatt?...,4
F18,RESPONSE,(Don't know),(Vet ikke),888
F19,REQUEST,"What are your total ‘basic' or contracted hours each week (in your main job), excluding any paid and unpaid overtime?",Hvor mange timer står det at du i utgangspunktet skal jobbe i løpet av en uke i arbeidsavtalen din (i hovedjobben din)?,
F20,REQUEST,"Regardless of your basic or contracted hours, how many hours do you normally work a week (in your main job), including any paid or unpaid overtime.","Uavhengig av den egentlige arbeidstiden din, hvor mange timer arbeider du vanligvis i løpet av en uke (i hovedjobben din)?",
F21,REQUEST,What is the name or title of your main job?,Hva var hovedyrket ditt?,
F22,REQUEST,"In your main job, what kind of work do you do most of the time?",Hva slags arbeid gjør du stort sett i hovedyrket ditt?,
F24,REQUEST,What does the firm/ organisation you work for mainly make or do?,Hva lager eller gjør hovedsakelig firmaet eller organisasjonen du jobber i?,
F25,REQUEST,Have you ever been unemployed and seeking work for a period of more than three months?,Har du noen gang vært arbeidsledig og søkt arbeid i en periode på mer enn tre måneder?,
F25,RESPONSE,Yes,Ja,1
F25,RESPONSE,No,Nei,2
F25,RESPONSE,(Don't know),(Vet ikke),888
F26,REQUEST,Has any of these periods lasted for 12 months or more?,Har en slik periode vart i 12 måneder eller mer?,
F26,RESPONSE,Yes,Ja,1
F26,RESPONSE,No,Nei,2
F26,RESPONSE,(Don't know),(Vet ikke),888
F27,REQUEST,Have any of these periods been within the past 5 years?,Har noen av periodene du har fortalt om vært i løpet av de siste 5 årene?,
F27,RESPONSE,Yes,Ja,1
F27,RESPONSE,No,Nei,2
F27,RESPONSE,(Don't know),(Vet ikke),888
F28,REQUEST,Are you or have you ever been a member of a trade union or similar organisation?,Er du eller har du noen gang vært medlem i en fagforening eller lignende organisasjon?,
F28,RESPONSE,"Yes, currently","Ja, er medlem nå",1
F28,RESPONSE,"Yes, previously","Ja, har vært medlem før",2
F28,RESPONSE,No,Nei,3
F28,RESPONSE,(Don't know),(Vet ikke),888
F29,REQUEST,Please consider the income of all household members and any income which may be received by the household as a whole.,Nå kommer noen spørsmål om inntekt.,
F29,REQUEST,What is the main source of income in your household?,Tenk på inntekten til alle medlemmene i husholdningen og alle inntekt husholdningen mottar.,
F29,INSTRUCTION,,KORT 55,
F29,INSTRUCTION,Please use this card.,Velg et alternative fra kortet.,
F29,RESPONSE,Wages or salaries,Lønn,1
F29,RESPONSE,Income from self-employment or farming,inntekt fra egen næringsvirksomhet eller gårdsdrift,2
F29,RESPONSE,Pensions,Pensjoner,3
F29,RESPONSE,Unemployment/redundancy benefit,Arbeidsledighetstrygd eller etterlønn,4
F29,RESPONSE,Any other social benefits or grants,Andre trygder eller bidrag,5
F29,RESPONSE,"Income from investment, savings, insurance or property","inntekt fra investeringer, sparepenger, forsikring eller eiendom",6
F29,RESPONSE,Income from other sources,Annen inntekt (studielån),7
F29,RESPONSE,(Don't know),(Vet ikke),888
F30w,REQUEST,"Using this card, if you add up the income from all sources, which letter describes your household's total net income?",Slå sammen inntekten du får fra alle kilder.,
F30w,REQUEST,"If you don't know the exact figure, please give an estimate.","Hvilken bokstav på kortet beskriver usholdningens totale netto inntekt, (det vil si inntekt etter at skatten er betalt).",
F30w,REQUEST,"Use the part of the card that you know best: weekly, monthly or annual income.","Hvis du ikke vet, elg den bokstaven du tror passer best.",
F30w,REQUEST,Approximate WEEKLY:,"Bruk den delen av kortet som du kjenner best, enten ukentlig, ånedlig eller årlig inntekt.",
F30w,RESPONSE,J Less than €40,J Mindre enn NOK 300,J
F30w,RESPONSE,R €40 to under €70,R NOK 300 til NOK 500,R
F30w,RESPONSE,C €70 to under €120,C NOK 500 til NOK 850,C
F30w,RESPONSE,M €120 to under €230,M NOK 850 til NOK 1650,M
F30w,RESPONSE,F €230 to under €350,F NOK 1650 til NOK 2500,F
F30w,RESPONSE,S €350 to under €460,S NOK 2500 til NOK 3300,S
F30w,RESPONSE,K €460 to under €580,K NOK 3300 til NOK 4150,K
F30w,RESPONSE,P €580 to under €690,P NOK 4150 til NOK 4950,P
F30w,RESPONSE,D €690 to under €1150,D NOK 4950 til NOK 8250,D
