item_name,item_type,source,target,item_value,source_survey_itemID,target_survey_itemID
C2,RESPONSE,Less than once a month,Weniger als einmal im Monat,2,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,Once a month,Einmal im Monat,3,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,Several times a month,Mehrmals im Monat,4,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,Once a week,Einmal in der Woche,5,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,Several times a week,Mehrmals in der Woche,6,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,Every day,Täglich,7,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C2,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_65,ESS_R01_2002_GER_DE_67
C3,REQUEST,Do you have anyone with whom you can discuss intimate and personal matters?,"Haben Sie jemanden, mit dem Sie über vertrauliche und persönliche Angelegenheiten reden können?",,ESS_R01_2002_ENG_SOURCE_66,ESS_R01_2002_GER_DE_68
C3,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_66,ESS_R01_2002_GER_DE_68
C3,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_66,ESS_R01_2002_GER_DE_68
C3,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_66,ESS_R01_2002_GER_DE_68
C4,REQUEST,"Compared to other people of your age, how often would you say you take part in social activities?","Wenn Sie sich mit Gleichaltrigen vergleichen, wie oft nehmen Sie an geselligen Ereignissen oder Treffen teil?",,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,Much less than most,Viel seltener als die meisten,1,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,Less than most,Seltener als die meisten,2,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,About the same,Ungefähr gleich oft,3,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,More than most,Häufiger als die meisten,4,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,Much more than most,Viel häufiger als die meisten,5,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C4,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_67,ESS_R01_2002_GER_DE_69
C5,REQUEST,Have you or a member of your household been the victim of a burglary or assault in the last 5 years?,Sind Sie oder ein Mitglied Ihres Haushalts in den letzten fünf Jahren Opfer eines Einbruchs oder Überfalls geworden?,,ESS_R01_2002_ENG_SOURCE_68,ESS_R01_2002_GER_DE_70
C5,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_68,ESS_R01_2002_GER_DE_70
C5,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_68,ESS_R01_2002_GER_DE_70
C5,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_68,ESS_R01_2002_GER_DE_70
C6,REQUEST,How safe do you – or would you - feel walking alone in this area after dark?,Wie sicher fühlen Sie sich - oder würden Sie sich fühlen - wenn Sie nach Einbruch der Dunkelheit alleine zu Fuß in Ihrer Wohngegend unterwegs sind oder wären?,,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,REQUEST,Do – or would – you feel...,Fühlen Sie sich - oder wie würden Sie sich fühlen...,,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,RESPONSE,very safe,sehr sicher,1,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,RESPONSE,safe,sicher,2,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,RESPONSE,unsafe,unsicher,3,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,RESPONSE,"or, very unsafe?",oder sehr unsicher?,4,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C6,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_69,ESS_R01_2002_GER_DE_71
C7,REQUEST,How is your health in general?,"Würden Sie sagen, er ist...",,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,very good,sehr gut,1,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,good,gut,2,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,fair,durchschnittlich,3,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,bad,schlecht,4,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,"or, very bad?",oder sehr schlecht?,5,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C7,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_70,ESS_R01_2002_GER_DE_72
C8,REQUEST,"Are you hampered in your daily activities in any way by any longstanding illness, or disability, infirmity or mental health problem?","Werden Sie bei Ihren täglichen Aktivitäten in irgendeiner Weise von einer längeren Krankheit oder einer Behinderung, einem Gebrechen oder einer seelischen Krankheit beeinträchtigt?",,ESS_R01_2002_ENG_SOURCE_71,ESS_R01_2002_GER_DE_73
C8,RESPONSE,Yes a lot,"Ja, stark",1,ESS_R01_2002_ENG_SOURCE_71,ESS_R01_2002_GER_DE_73
C8,RESPONSE,Yes to some extent,"Ja, bis zu einem gewissen Grad",2,ESS_R01_2002_ENG_SOURCE_71,ESS_R01_2002_GER_DE_73
C8,RESPONSE,No,Nein,3,ESS_R01_2002_ENG_SOURCE_71,ESS_R01_2002_GER_DE_73
C8,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_71,ESS_R01_2002_GER_DE_73
C9,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_72,ESS_R01_2002_GER_DE_74
C9,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_72,ESS_R01_2002_GER_DE_74
C9,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_72,ESS_R01_2002_GER_DE_74
C10,RESPONSE,Christian – no denomination,Römisch-Katholisch,1,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Roman Catholic,Evangelisch/Protestantisch (ohne weitere Angaben),2,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Greek or Russian Orthodox,Griechisch- oder Russisch-orthodox,3,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Other Eastern Orthodox,Andere christliche Konfession:,4,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Protestant (no further detail),Jüdisch,5,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Church of England / Anglican,Moslemisch/Islam,6,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Baptist,"Östliche Religionsgemeinschaft (Buddhismus, Hinduismus, Sikh, Shinto, Tao)",7,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Methodist,"Andere, nicht-christliche Religionsgemeinschaft:",8,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,Presbyterian / Church of Scotland,"Christlich, aber fühlt sich keiner spezifischen Religionsgemeinschaft zugehörig",9,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C10,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_73,ESS_R01_2002_GER_DE_75
C11,REQUEST,Have you ever considered yourself as belonging to any particular religion or denomination?,Haben Sie sich früher einmal einer Religion oder Konfession zugehörig gefühlt?,,ESS_R01_2002_ENG_SOURCE_74,ESS_R01_2002_GER_DE_76
C11,RESPONSE,Yes,Ja 1,1,ESS_R01_2002_ENG_SOURCE_74,ESS_R01_2002_GER_DE_76
C11,RESPONSE,No,Nein 2,2,ESS_R01_2002_ENG_SOURCE_74,ESS_R01_2002_GER_DE_76
C11,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_74,ESS_R01_2002_GER_DE_76
C12,RESPONSE,Christian – no denomination,Römisch-Katholisch,1,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Roman Catholic,Evangelisch/Protestantisch (ohne weitere Angaben),2,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Greek or Russian Orthodox,Griechisch- oder Russisch-orthodox,3,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Other Eastern Orthodox,Andere christliche Konfession:,4,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Protestant (no further detail),Jüdisch,5,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Church of England / Anglican,Moslemisch/Islam,6,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Baptist,"Östliche Religionsgemeinschaft (Buddhismus, Hinduismus, Sikh, Shinto, Tao)",7,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Methodist,"Andere, nicht-christliche Religionsgemeinschaft:",8,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,Presbyterian / Church of Scotland,"Christlich, aber fühlt sich keiner spezifischen Religionsgemeinschaft zugehörig",9,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C12,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_75,ESS_R01_2002_GER_DE_77
C13,REQUEST,"Regardless of whether you belong to a particular religion, how religious would you say you are?","Unabhängig davon, ob Sie sich einer bestimmten Religion zugehörig fühlen, für wie religiös würden Sie sich selber halten?",,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE, Not at all religious, Überhaupt nicht religiös,0,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE, Very religious, Sehr religiös,10,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C13,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_76,ESS_R01_2002_GER_DE_78
C14,INSTRUCTION,,Benutzen Sie bitte die Liste 21.,,,ESS_R01_2002_GER_DE_79
C14,REQUEST,"Apart from special occasions such as weddings and funerals, about how often do you attend religious services nowadays?","Abgesehen von besonderen Anlässen wie Hochzeiten und Beerdigungen, wie oft gehen Sie derzeit zum Gottesdienst?",,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,Every day,Täglich,1,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,More than once a week,Häufiger als einmal in der Woche,2,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,Once a week,Einmal in der Woche,3,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,At least once a month,Mindestens einmal im Monat,4,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,Only on special holy days,Nur an besonderen Feiertagen,5,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,Less often,Seltener,6,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,Never,Nie,7,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C14,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_77,ESS_R01_2002_GER_DE_79
C15,RESPONSE,Every day,Täglich,1,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,More than once a week,Häufiger als einmal in der Woche,2,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,Once a week,Einmal in der Woche,3,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,At least once a month,Mindestens einmal im Monat,4,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,Only on special holy days,Nur an besonderen Feiertagen,5,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,Less often,Seltener,6,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,Never,Nie,7,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C15,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_78,ESS_R01_2002_GER_DE_80
C16,REQUEST,Would you describe yourself as being a member of a group that is discriminated against in this country?,"Würden Sie sich selbst als Angehörige einer Bevölkerungsgruppe bezeichnen, die in Deutschland diskriminiert wird?",,ESS_R01_2002_ENG_SOURCE_79,ESS_R01_2002_GER_DE_81
C16,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_79,ESS_R01_2002_GER_DE_81
C16,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_79,ESS_R01_2002_GER_DE_81
C16,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_79,ESS_R01_2002_GER_DE_81
C17,REQUEST,On what grounds is your group discriminated against?,Aus welchen Gründen wird Ihre Gruppe diskriminiert?,,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Colour or race,Hautfarbe,1,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Nationality,Nationalität,2,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Religion,Religion,3,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Language,Sprache,4,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Ethnic group,Volksgruppe oder ethnische Gruppe,5,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Age,Alter,6,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Gender,Geschlecht,7,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Sexuality,Sexuelle Neigungen,8,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Disability,Behinderung,9,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,Other,Sonstige,10,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C17,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_80,ESS_R01_2002_GER_DE_82
C18,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_81,ESS_R01_2002_GER_DE_83
C18,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_81,ESS_R01_2002_GER_DE_83
C18,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_81,ESS_R01_2002_GER_DE_83
C19,REQUEST,What citizenship do you hold?,Welche Staatsangehörigkeit besitzen Sie?,,ESS_R01_2002_ENG_SOURCE_82,ESS_R01_2002_GER_DE_84
C19,RESPONSE,(Write in),(EINTRAGEN),,ESS_R01_2002_ENG_SOURCE_82,ESS_R01_2002_GER_DE_84
C20,REQUEST,Were you born in country?,Sind Sie in Deutschland geboren?,,ESS_R01_2002_ENG_SOURCE_83,ESS_R01_2002_GER_DE_85
C20,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_83,ESS_R01_2002_GER_DE_85
C20,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_83,ESS_R01_2002_GER_DE_85
C20,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_83,ESS_R01_2002_GER_DE_85
C21,REQUEST,In which country were you born?,In welchem Land sind Sie geboren?,,ESS_R01_2002_ENG_SOURCE_84,ESS_R01_2002_GER_DE_86
C21,RESPONSE,(Write in),(EINTRAGEN),,ESS_R01_2002_ENG_SOURCE_84,ESS_R01_2002_GER_DE_86
C22,REQUEST,How long ago did you first come to live in country?,"Wann sind Sie zum ersten Mal nach Deutschland gekommen, um hier zu leben?",,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,Within the last year,Innerhalb des letzten Jahres,1,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,1-5 years ago,vor 1-5 Jahren,2,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,6-10 years ago,vor 6-10 Jahren,3,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,11-20 years ago,vor 11-20 Jahren,4,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,More than 20 years ago,vor über 20 Jahren,5,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C22,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_85,ESS_R01_2002_GER_DE_87
C23,REQUEST,What language or languages do you speak most often at home?,Welche Sprache oder Sprachen sprechen Sie zu Hause (hier in Deutschland) am häufigsten?,,ESS_R01_2002_ENG_SOURCE_86,ESS_R01_2002_GER_DE_88
C23,RESPONSE,WRITE IN UP TO 2 LANGUAGES,BIS ZU ZWEI SPRACHEN EINTRAGEN.,1,ESS_R01_2002_ENG_SOURCE_86,ESS_R01_2002_GER_DE_88
C23,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_86,ESS_R01_2002_GER_DE_88
C24,REQUEST,Do you belong to a minority ethnic group in country?,"Gehören Sie einer Volksgruppe oder ethnischen Gruppe an, die in Deutschland in der Minderheit ist?",,ESS_R01_2002_ENG_SOURCE_87,ESS_R01_2002_GER_DE_89
C24,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_87,ESS_R01_2002_GER_DE_89
C24,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_87,ESS_R01_2002_GER_DE_89
C24,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_87,ESS_R01_2002_GER_DE_89
C25,REQUEST,Was your father born in country?,Ist Ihr Vater in Deutschland geboren?,,ESS_R01_2002_ENG_SOURCE_88,ESS_R01_2002_GER_DE_90
C25,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_88,ESS_R01_2002_GER_DE_90
C25,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_88,ESS_R01_2002_GER_DE_90
C25,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_88,ESS_R01_2002_GER_DE_90
C26,REQUEST,From which of these continents does your father originally come?,Von welchem Kontinent stammt Ihr Vater ursprünglich?,,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,Europe,Europa,1,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,Africa,Afrika,2,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,Asia,Asien,3,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,North America,Nordamerika,4,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,South America and the Caribbean,Südamerika und Karibik,5,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,Australasia,Australien und Ozeanien,6,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C26,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_89,ESS_R01_2002_GER_DE_91
C27,REQUEST,Was your mother born in country?,Ist Ihre Mutter in Deutschland geboren?,,ESS_R01_2002_ENG_SOURCE_90,ESS_R01_2002_GER_DE_92
C27,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_90,ESS_R01_2002_GER_DE_92
C27,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_90,ESS_R01_2002_GER_DE_92
C27,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_90,ESS_R01_2002_GER_DE_92
C28,REQUEST,From which of these continents does your mother originally come?,Von welchem Kontinent stammt Ihre Mutter ursprünglich?,,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,Europe,Europa,1,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,Africa,Afrika,2,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,Asia,Asien,3,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,North America,Nordamerika,4,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,South America and the Caribbean,Südamerika und Karibik,5,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,Australasia,Australien und Ozeanien,6,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
C28,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_91,ESS_R01_2002_GER_DE_93
I1,REQUEST,How was the supplementary questionnaire administered?,Wie wurde der Zusatzfragebogen bearbeitet?,,ESS_R01_2002_ENG_SOURCE_278,ESS_R01_2002_GER_DE_334
I1,RESPONSE,Face-to-face interview,Befragung durch Interviewer,1,ESS_R01_2002_ENG_SOURCE_278,ESS_R01_2002_GER_DE_334
I1,RESPONSE,Completed by the respondent while you were present,Vom Befragten selbst in Anwesenheit des Interviewers ausgefüllt,2,ESS_R01_2002_ENG_SOURCE_278,ESS_R01_2002_GER_DE_334
I1,RESPONSE,"Left with respondent, to be collected by you","Dem Befragten hinterlassen, vom Interviewer abzuholen",3,ESS_R01_2002_ENG_SOURCE_278,ESS_R01_2002_GER_DE_334
I1,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_278,ESS_R01_2002_GER_DE_334
I2,REQUEST,QUESTIONS ON THE INTERVIEW AS A WHOLE,Hat der/die Befragte bei irgendwelchen Fragen um Erläuterungen gebeten?,,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,REQUEST,Did the respondent ask for clarification on any questions?,,,ESS_R01_2002_ENG_SOURCE_279,
I2,RESPONSE,Never,Nie,1,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,RESPONSE,Almost never,Fast nie,2,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,RESPONSE,Now and then,Ab und zu,3,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,RESPONSE,Often,Oft,4,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,RESPONSE,Very often,Sehr oft,5,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I2,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_279,ESS_R01_2002_GER_DE_335
I3,REQUEST,Did you feel that the respondent was reluctant to answer any questions?,Hat der/die Befragte Ihrem Eindruck nach bestimmte Fragen nur mit Widerwillen beantwortet?,,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,Never,Nie,1,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,Almost never,Fast nie,2,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,Now and then,Ab und zu,3,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,Often,Oft,4,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,Very often,Sehr oft,5,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I3,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_280,ESS_R01_2002_GER_DE_336
I4,REQUEST,Did you feel that the respondent tried to answer the questions to the best of his or her ability?,"Hat sich der/die Befragte Ihrem Eindruck nach bemüht, die Fragen zu beantworten so gut er/sie konnte?",,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,Never,Nie,1,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,Almost never,Fast nie,2,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,Now and then,Ab und zu,3,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,Often,Oft,4,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,Very often,Sehr oft,5,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
I4,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_281,ESS_R01_2002_GER_DE_337
